name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
The Vintage Morning,Le caractere du Whisky scotch s'exprime pleinement avec Ginger beer et Midori dans ce cocktail digestif. Bouquet de malt evoluant vers carbonated. Moment de decouverte.,"[""60ml Whisky scotch"", ""60ml Ginger beer"", ""30ml Midori"", ""Zeste de citron"", ""Glacons"", ""Sucre de canne""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de citron",Digestif,Moyen,4,"{""Douceur"": 3.0, ""Acidite"": 1.7, ""Amertume"": 2.5, ""Force"": 4.5, ""Fraicheur"": 2.4}"
Fiji Mule,Une creation exotique ou le Cognac dialogue avec Ginger beer. Miel liquide orchestre cette rencontre. Profil gustatif marque par chene et une touche de fruit sec. Emotion pure garantie.,"[""45ml Cognac"", ""45ml Ginger beer"", ""20ml Miel liquide"", ""Branche de romarin"", ""Glacons"", ""Eau petillante""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec branche de romarin,Modern,Moyen,6,"{""Douceur"": 4.5, ""Acidite"": 1.7, ""Amertume"": 2.0, ""Force"": 5.0, ""Fraicheur"": 3.2}"
The Bitter Elixir,"Ce modern complexe combine harmonieusement Mezcal et Tonic water, avec une touche de Triple Sec. Equilibre parfait entre fume et agave. Ideal pour une pause rafraichissante.","[""50ml Mezcal"", ""30ml Tonic water"", ""25ml Triple Sec"", ""Cerise au marasquin"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec cerise au marasquin",Modern,Difficile,6,"{""Douceur"": 3.1, ""Acidite"": 1.5, ""Amertume"": 1.9, ""Force"": 4.5, ""Fraicheur"": 4.1}"
Miami Spritz,Un melange audacieux et intense de Whisky scotch avec Soda. Le Benedictine ajoute une dimension olfactive. Profil gustatif marque par malt et une touche de fume. Recommande pour les soirees elegantes.,"[""60ml Whisky scotch"", ""90ml Soda"", ""20ml Benedictine"", ""Zeste de pamplemousse""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec zeste de pamplemousse,Digestif,Moyen,6,"{""Douceur"": 2.0, ""Acidite"": 1.5, ""Amertume"": 2.0, ""Force"": 4.6, ""Fraicheur"": 3.9}"
Mumbai Atlantic,"Le Rhum brun prend vie dans ce cocktail tiki, marie au Puree de fraise et sublime par Triple Sec. Complexite gustative revelant epice puis berry. Une convivial decouverte.","[""50ml Rhum brun"", ""30ml Puree de fraise"", ""15ml Triple Sec"", ""Quartier de fraise"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tiki,Difficile,7,"{""Douceur"": 4.1, ""Acidite"": 1.8, ""Amertume"": 3.4, ""Force"": 5.0, ""Fraicheur"": 2.2}"
Desire de Singapore,"Cachaca forme la base de ce cocktail equilibre, enrichi par Jus de grenade et Kahlua. Sensation chaleureuse avec des accents de frais. Une experience memorable a chaque gorgee.","[""60ml Cachaca"", ""90ml Jus de grenade"", ""15ml Kahlua"", ""Cerise au marasquin"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec cerise au marasquin,Aperitif,Facile,6,"{""Douceur"": 4.5, ""Acidite"": 2.2, ""Amertume"": 2.0, ""Force"": 3.9, ""Fraicheur"": 2.0}"
Mumbai Collins,"Pisco forme la base de ce cocktail intense, enrichi par Ginger ale et Creme de menthe. Bouquet de floral evoluant vers menthe. Une experience unique a chaque gorgee.","[""45ml Pisco"", ""45ml Ginger ale"", ""25ml Creme de menthe"", ""Rondelle de citron vert"", ""Sucre de canne""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec rondelle de citron vert",Modern,Moyen,7,"{""Douceur"": 3.2, ""Acidite"": 1.5, ""Amertume"": 1.6, ""Force"": 4.4, ""Fraicheur"": 4.1}"
Manhattan Spritz,"Ce aperitif harmonieux combine harmonieusement Brandy et Puree de fraise, avec une touche de Campari. Bouquet de rond evoluant vers berry. Ideal pour une escapade gustative.","[""50ml Brandy"", ""60ml Puree de fraise"", ""15ml Campari"", ""Olive verte""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Aperitif,Facile,9,"{""Douceur"": 2.9, ""Acidite"": 1.7, ""Amertume"": 3.2, ""Force"": 3.8, ""Fraicheur"": 2.1}"
Journey de Bangkok,"Un cocktail convivial a base de Mezcal, melange avec Jus de citron jaune et rehausse de Cointreau. Complexite gustative revelant fume puis citrus. Parfait pour les soirees d'ete.","[""50ml Mezcal"", ""45ml Jus de citron jaune"", ""20ml Cointreau"", ""Quartier de fraise"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Modern,Moyen,5,"{""Douceur"": 2.8, ""Acidite"": 3.3, ""Amertume"": 2.2, ""Force"": 5.0, ""Fraicheur"": 4.0}"
Miami Spicy,Un melange sophistique et complexe de Rhum blanc avec Jus de pamplemousse. Le Triple Sec ajoute une dimension gustative. Attaque vive suivie de notes de leger. Recommande pour les retrouvailles.,"[""50ml Rhum blanc"", ""90ml Jus de pamplemousse"", ""30ml Triple Sec"", ""Zeste de pamplemousse"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de pamplemousse",Aperitif,Facile,7,"{""Douceur"": 3.7, ""Acidite"": 3.0, ""Amertume"": 1.5, ""Force"": 4.0, ""Fraicheur"": 4.2}"
Malibu Spritz,Le caractere du Rhum brun s'exprime pleinement avec Puree de fraise et Amaretto dans ce cocktail modern. Bouquet de profond evoluant vers epice. Moment de partage.,"[""60ml Rhum brun"", ""90ml Puree de fraise"", ""25ml Amaretto"", ""Fleur comestible"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Modern,Moyen,7,"{""Douceur"": 4.0, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 5.0, ""Fraicheur"": 3.0}"
The Classic Root,Le caractere du Whisky bourbon s'exprime pleinement avec Jus de passion et Benedictine dans ce cocktail digestif. Profil gustatif marque par vanille et une touche de tropical. Moment de partage.,"[""60ml Whisky bourbon"", ""60ml Jus de passion"", ""25ml Benedictine"", ""Quartier de fraise""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Digestif,Facile,5,"{""Douceur"": 4.0, ""Acidite"": 2.5, ""Amertume"": 2.4, ""Force"": 4.0, ""Fraicheur"": 3.2}"
Tahiti Punch,"Tequila reposado forme la base de ce cocktail subtil, enrichi par Jus de tomate et Chambord. Attaque franche suivie de notes de boise. Une experience exceptionnelle a chaque gorgee.","[""60ml Tequila reposado"", ""30ml Jus de tomate"", ""25ml Chambord"", ""Tranche d'ananas"", ""Eau petillante""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec tranche d'ananas",Tiki,Facile,6,"{""Douceur"": 2.6, ""Acidite"": 2.2, ""Amertume"": 2.9, ""Force"": 4.4, ""Fraicheur"": 3.2}"
Marrakech Smash,Decouvrez ce cocktail exotique ou le Rhum ambre rencontre le Jus de grenade dans une danse de saveurs. Miel liquide apporte la touche finale. Bouquet de caramel evoluant vers boise.,"[""45ml Rhum ambre"", ""45ml Jus de grenade"", ""30ml Miel liquide"", ""Fleur comestible""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Tropical,Moyen,7,"{""Douceur"": 4.4, ""Acidite"": 2.3, ""Amertume"": 2.2, ""Force"": 3.9, ""Fraicheur"": 3.4}"
The Sweet Breeze,"Ce strong harmonieux combine harmonieusement Pisco et Jus de pamplemousse, avec une touche de Sirop d'orgeat. Equilibre parfait entre fruite et citrus. Ideal pour un moment de relaxation.","[""50ml Pisco"", ""60ml Jus de pamplemousse"", ""15ml Sirop d'orgeat"", ""Baton de cannelle"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Strong,Facile,3,"{""Douceur"": 4.0, ""Acidite"": 2.9, ""Amertume"": 3.1, ""Force"": 4.3, ""Fraicheur"": 2.6}"
Adventure de Santorini,"Ce modern complexe combine harmonieusement Vodka et Jus de pamplemousse, avec une touche de Sirop simple. Equilibre parfait entre neutre et citrus. Ideal pour une escapade gustative.","[""45ml Vodka"", ""90ml Jus de pamplemousse"", ""30ml Sirop simple"", ""Noix de muscade rapee"", ""Glacons"", ""Sucre de canne""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Modern,Facile,4,"{""Douceur"": 3.1, ""Acidite"": 2.6, ""Amertume"": 3.2, ""Force"": 4.7, ""Fraicheur"": 2.2}"
The Nordic Berry,"Ce cocktail equilibre revisite les classiques avec Rhum ambre, Puree de framboise et Baileys. Profil gustatif marque par caramel et une touche de boise. Une experience inoubliable.","[""45ml Rhum ambre"", ""90ml Puree de framboise"", ""25ml Baileys"", ""Branche de romarin"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec branche de romarin,Classic,Facile,5,"{""Douceur"": 4.8, ""Acidite"": 1.9, ""Amertume"": 2.4, ""Force"": 3.6, ""Fraicheur"": 2.4}"
Capri Smash,"Ce cocktail harmonieux revisite les classiques avec Cognac, Eau gazeuse et Malibu. Profil gustatif marque par fruit sec et une touche de fruit sec. Une experience sensorielle.","[""50ml Cognac"", ""60ml Eau gazeuse"", ""30ml Malibu"", ""Quartier de fraise"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Strong,Moyen,5,"{""Douceur"": 2.2, ""Acidite"": 1.5, ""Amertume"": 1.9, ""Force"": 4.2, ""Fraicheur"": 3.3}"
Electric Morning,"Whisky irlandais forme la base de ce cocktail equilibre, enrichi par Puree de framboise et Grand Marnier. Notes dominantes de cereale avec une finale epicee. Une experience exceptionnelle a chaque gorgee.","[""45ml Whisky irlandais"", ""60ml Puree de framboise"", ""15ml Grand Marnier"", ""Olive verte"", ""Sel de celeri""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Aperitif,Moyen,6,"{""Douceur"": 3.4, ""Acidite"": 1.9, ""Amertume"": 2.8, ""Force"": 3.7, ""Fraicheur"": 1.5}"
Moon de Brooklyn,"Un elegant voyage sensoriel avec Gin comme guide, Eau de rose comme compagnon et Kahlua comme destination. Notes dominantes de herbes avec une finale epicee.","[""60ml Gin"", ""90ml Eau de rose"", ""25ml Kahlua"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de citron",Aperitif,Difficile,6,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.6, ""Fraicheur"": 2.4}"
Melbourne Cooler,"Ce cocktail harmonieux revisite les classiques avec Whisky irlandais, Tonic water et Triple Sec. Sensation rafraichissante avec des accents de doux. Une experience inoubliable.","[""60ml Whisky irlandais"", ""90ml Tonic water"", ""25ml Triple Sec"", ""Tranche d'ananas"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec tranche d'ananas,Strong,Difficile,6,"{""Douceur"": 2.7, ""Acidite"": 1.5, ""Amertume"": 2.5, ""Force"": 3.9, ""Fraicheur"": 3.9}"
Hong Kong Tropical,"Ce cocktail harmonieux revisite les classiques avec Tequila blanco, Jus d'orange et Amaretto. Equilibre parfait entre poivre et amande. Une experience inoubliable.","[""50ml Tequila blanco"", ""45ml Jus d'orange"", ""15ml Amaretto"", ""Feuilles de menthe"", ""Glacons"", ""Poivre noir""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec feuilles de menthe,Refreshing,Moyen,6,"{""Douceur"": 4.0, ""Acidite"": 1.9, ""Amertume"": 2.3, ""Force"": 3.7, ""Fraicheur"": 4.5}"
Dublin Punch,"Le Mezcal prend vie dans ce cocktail aperitif, marie au Puree de framboise et sublime par Sirop de gingembre. Attaque vive suivie de notes de terreux. Une audacieux decouverte.","[""60ml Mezcal"", ""45ml Puree de framboise"", ""25ml Sirop de gingembre"", ""Zeste de citron"", ""Glacons"", ""Eau petillante""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec zeste de citron,Aperitif,Facile,7,"{""Douceur"": 3.6, ""Acidite"": 1.9, ""Amertume"": 2.4, ""Force"": 5.0, ""Fraicheur"": 3.0}"
The Frozen Mirage,"Le Mezcal prend vie dans ce cocktail tropical, marie au Lait de coco et sublime par Amaretto. Equilibre parfait entre agave et creamy. Une audacieux decouverte.","[""50ml Mezcal"", ""45ml Lait de coco"", ""30ml Amaretto"", ""Rondelle de citron vert"", ""Glacons"", ""Sucre de canne""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec rondelle de citron vert,Tropical,Facile,8,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 2.9, ""Force"": 5.0, ""Fraicheur"": 1.7}"
Ibiza Aromatic,"Le Gin prend vie dans ce cocktail strong, marie au Ginger ale et sublime par Sirop d'orgeat. Notes dominantes de genievre avec une finale epicee. Une convivial decouverte.","[""60ml Gin"", ""30ml Ginger ale"", ""15ml Sirop d'orgeat"", ""Quartier de pamplemousse"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Strong,Moyen,8,"{""Douceur"": 4.1, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.2, ""Fraicheur"": 3.8}"
Dream de Paris,"Un cocktail exotique a base de Gin, melange avec Eau de rose et rehausse de Chambord. Attaque franche suivie de notes de genievre. Parfait pour les soirees elegantes.","[""50ml Gin"", ""45ml Eau de rose"", ""15ml Chambord"", ""Quartier de fraise"", ""Poivre noir""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Strong,Difficile,7,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 3.2, ""Force"": 3.8, ""Fraicheur"": 3.2}"
Barcelona Modern,"Ce cocktail intense revisite les classiques avec Rhum brun, Puree de fraise et Triple Sec. Bouquet de epice evoluant vers berry. Une experience sensorielle.","[""60ml Rhum brun"", ""45ml Puree de fraise"", ""15ml Triple Sec"", ""Baton de cannelle""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Refreshing,Difficile,5,"{""Douceur"": 4.5, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.1, ""Fraicheur"": 3.0}"
Maui Persian,Decouvrez ce cocktail exotique ou le Pisco rencontre le Eau gazeuse dans une danse de saveurs. Baileys apporte la touche finale. Sensation chaleureuse avec des accents de muscat.,"[""60ml Pisco"", ""45ml Eau gazeuse"", ""30ml Baileys"", ""Noix de muscade rapee"", ""Glacons"", ""Eau petillante""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tropical,Facile,7,"{""Douceur"": 3.0, ""Acidite"": 1.5, ""Amertume"": 1.9, ""Force"": 3.8, ""Fraicheur"": 3.4}"
Marrakech Spritz,"Ce cocktail harmonieux revisite les classiques avec Vodka, Lait de coco et Grand Marnier. Palette aromatique riche en neutre et creamy. Une experience gustative.","[""45ml Vodka"", ""30ml Lait de coco"", ""15ml Grand Marnier"", ""Cerise au marasquin"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec cerise au marasquin,Modern,Difficile,7,"{""Douceur"": 3.5, ""Acidite"": 1.5, ""Amertume"": 2.1, ""Force"": 3.9, ""Fraicheur"": 3.3}"
Hong Kong Frozen,Decouvrez ce cocktail elegant ou le Whisky bourbon rencontre le Jus de grenade dans une danse de saveurs. Creme de menthe apporte la touche finale. Notes dominantes de caramel avec une finale veloutee.,"[""50ml Whisky bourbon"", ""60ml Jus de grenade"", ""20ml Creme de menthe"", ""Rondelle d'orange"", ""Sucre de canne""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec rondelle d'orange,Strong,Moyen,6,"{""Douceur"": 4.5, ""Acidite"": 2.6, ""Amertume"": 2.2, ""Force"": 3.9, ""Fraicheur"": 3.1}"
Delight de Singapore,Une creation exotique ou le Tequila blanco dialogue avec Jus de raisin. Aperol orchestre cette rencontre. Bouquet de agave evoluant vers citrus. Emotion intense garantie.,"[""60ml Tequila blanco"", ""90ml Jus de raisin"", ""25ml Aperol"", ""Baton de cannelle"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Tiki,Facile,5,"{""Douceur"": 3.5, ""Acidite"": 1.6, ""Amertume"": 3.9, ""Force"": 4.5, ""Fraicheur"": 3.4}"
